ASSERTION	AAMDAAMFAAAAAAAAAFlA
ASSERTION	AAMEAAEEAAAAAAAAwFdABgAAAAAAAECfQA==
ASSERTION	AAMEAAECBgAAAAAAAHCHQA==
RUN	uk.gov.dhsc.htbhf.ClaimSimulation	claimsimulation	1569814050109	Web-UI performance tests	3.0.3
REQUEST	1229		accept_terms_and_conditions Redirect 1	1569814145140	1569814145760	OK	 
REQUEST	1643		select_address Redirect 1	1569814145141	1569814145760	OK	 
USER	Full scenarios	1229	END	1569814111707	1569814145761
REQUEST	1518		send_email_address Redirect 1	1569814145039	1569814145760	OK	 
REQUEST	1471		send_email_address Redirect 1	1569814145155	1569814145761	OK	 
REQUEST	1822		send_nino Redirect 1	1569814145141	1569814145761	OK	 
REQUEST	1408		send_code	1569814144927	1569814145769	OK	 
REQUEST	1677		send_postcode Redirect 1	1569814145038	1569814145771	OK	 
REQUEST	2241		scotland-no	1569814145175	1569814145771	OK	 
USER	Scottish Scenario	2235	START	1569814145774	1569814145774
USER	Full scenarios	2250	START	1569814145774	1569814145774
REQUEST	1411		send_code	1569814145164	1569814145775	OK	 
REQUEST	1378		get unique code from session	1569814145438	1569814145776	OK	 
REQUEST	1712		select_address	1569814145445	1569814145781	OK	 
REQUEST	1861		send_nino Redirect 1	1569814145433	1569814145781	OK	 
REQUEST	1728		select_address	1569814145494	1569814145783	OK	 
REQUEST	1314		accept_terms_and_conditions Redirect 1	1569814145476	1569814145783	OK	 
USER	Full scenarios	1314	END	1569814114364	1569814145783
REQUEST	1917		send_name Redirect 1	1569814145288	1569814145785	OK	 
REQUEST	1377		get unique code from session	1569814145294	1569814145785	OK	 
REQUEST	1852		send_nino	1569814145385	1569814145785	OK	 
REQUEST	2067		send_do_you_have_children Redirect 1	1569814145392	1569814145786	OK	 
REQUEST	1462		send_code	1569814145314	1569814145787	OK	 
REQUEST	2132		send_dob Redirect 1	1569814145391	1569814145790	OK	 
REQUEST	1556		send_phone_number	1569814145427	1569814145791	OK	 
REQUEST	1860		send_nino Redirect 1	1569814145434	1569814145792	OK	 
REQUEST	1412		enter_code	1569814145415	1569814145792	OK	 
REQUEST	2133		send_dob	1569814145379	1569814145802	OK	 
REQUEST	1225		accept_terms_and_conditions Redirect 1	1569814145351	1569814145803	OK	 
USER	Full scenarios	1225	END	1569814111434	1569814145803
REQUEST	2243		scotland-no	1569814145305	1569814145805	OK	 
REQUEST	1879		send_name Redirect 1	1569814145482	1569814145806	OK	 
REQUEST	1316		accept_terms_and_conditions	1569814145116	1569814145809	OK	 
REQUEST	2011		send_children_dob Redirect 1	1569814145284	1569814145809	OK	 
REQUEST	2171		send_do_you_live_in_scotland_yes	1569814145275	1569814145810	OK	 
REQUEST	2122		send_dob Redirect 1	1569814145487	1569814145811	OK	 
REQUEST	1431		send_code Redirect 1	1569814145421	1569814145810	OK	 
REQUEST	1801		send_nino Redirect 1	1569814145483	1569814145811	OK	 
REQUEST	1550		send_phone_number Redirect 1	1569814145301	1569814145815	OK	 
REQUEST	1854		send_nino Redirect 1	1569814145351	1569814145815	OK	 
REQUEST	1799		send_nino Redirect 1	1569814145267	1569814145815	OK	 
REQUEST	1764		send_nino Redirect 1	1569814145308	1569814145816	OK	 
REQUEST	1767		send_nino Redirect 1	1569814145411	1569814145816	OK	 
REQUEST	1313		get unique code from session	1569814145371	1569814145831	OK	 
REQUEST	1581		send_phone_number	1569814145397	1569814145832	OK	 
REQUEST	1282		accept_terms_and_conditions Redirect 1	1569814145159	1569814145834	OK	 
REQUEST	2246		scotland-no	1569814145506	1569814145834	OK	 
REQUEST	1979		send_are_you_pregnant Redirect 1	1569814145391	1569814145834	OK	 
REQUEST	1560		send_email_address Redirect 1	1569814145443	1569814145834	OK	 
USER	Full scenarios	2251	START	1569814145834	1569814145834
USER	Full scenarios	1282	END	1569814113244	1569814145835
USER	Scottish Scenario	2236	START	1569814145834	1569814145834
REQUEST	1858		send_name	1569814145405	1569814145835	OK	 
REQUEST	2242		send_do_you_live_in_scotland_no	1569814145510	1569814145836	OK	 
REQUEST	2154		send_dob	1569814145425	1569814145839	OK	 
REQUEST	2230		scotland-yes	1569814145439	1569814145839	OK	 
REQUEST	1768		send_nino	1569814145234	1569814145840	OK	 
REQUEST	1890		send_name	1569814145235	1569814145841	OK	 
REQUEST	1946		send_are_you_pregnant Redirect 1	1569814145434	1569814145842	OK	 
REQUEST	2245		scotland-no	1569814145438	1569814145842	OK	 
REQUEST	2211		send_do_you_live_in_scotland_no Redirect 1	1569814145440	1569814145842	OK	 
REQUEST	1853		send_name Redirect 1	1569814145427	1569814145844	OK	 
REQUEST	1523		send_email_address	1569814145455	1569814145846	OK	 
REQUEST	1614		send_manual_address	1569814145354	1569814145859	OK	 
REQUEST	1495		send_phone_number Redirect 1	1569814145494	1569814145859	OK	 
REQUEST	1711		send_postcode Redirect 1	1569814145349	1569814145860	OK	 
REQUEST	2159		send_dob	1569814145415	1569814145860	OK	 
REQUEST	2088		send_do_you_have_children	1569814145355	1569814145861	OK	 
REQUEST	1892		send_are_you_pregnant Redirect 1	1569814145497	1569814145861	OK	 
REQUEST	2012		send_children_dob	1569814145485	1569814145861	OK	 
USER	Scottish Scenario	2111	END	1569814141505	1569814145865
REQUEST	1401		send_code Redirect 1	1569814145463	1569814145870	OK	 
REQUEST	1285		accept_terms_and_conditions Redirect 1	1569814145344	1569814145872	OK	 
USER	Full scenarios	1285	END	1569814113444	1569814145873
REQUEST	1681		select_address	1569814145514	1569814145873	OK	 
REQUEST	1376		get unique code from session	1569814145344	1569814145880	OK	 
REQUEST	1878		send_name	1569814145354	1569814145880	OK	 
REQUEST	1639		send_manual_address Redirect 1	1569814145496	1569814145881	OK	 
REQUEST	2175		send_do_you_live_in_scotland_yes	1569814145427	1569814145881	OK	 
REQUEST	2123		send_do_you_have_children	1569814145455	1569814145887	OK	 
REQUEST	1974		send_are_you_pregnant	1569814145505	1569814145889	OK	 
REQUEST	2030		send_children_dob Redirect 1	1569814145536	1569814145889	OK	 
REQUEST	1948		send_name	1569814145554	1569814145890	OK	 
REQUEST	1940		send_name	1569814145496	1569814145890	OK	 
REQUEST	2149		send_dob	1569814145581	1569814145894	OK	 
REQUEST	1587		send_phone_number Redirect 1	1569814145411	1569814145895	OK	 
REQUEST	1888		send_are_you_pregnant Redirect 1	1569814145463	1569814145900	OK	 
REQUEST	1848		send_nino Redirect 1	1569814145518	1569814145901	OK	 
REQUEST	1788		send_nino Redirect 1	1569814145419	1569814145900	OK	 
REQUEST	1622		send_phone_number	1569814145525	1569814145901	OK	 
REQUEST	1551		send_phone_number Redirect 1	1569814145536	1569814145900	OK	 
REQUEST	2099		send_do_you_have_children	1569814145540	1569814145901	OK	 
REQUEST	1770		send_postcode Redirect 1	1569814145542	1569814145901	OK	 
REQUEST	2130		send_dob Redirect 1	1569814145552	1569814145902	OK	 
REQUEST	2185		send_dob	1569814145552	1569814145903	OK	 
REQUEST	1912		send_name	1569814145540	1569814145904	OK	 
REQUEST	1480		send_code Redirect 1	1569814145535	1569814145904	OK	 
USER	Scottish Scenario	2118	END	1569814141976	1569814145908
USER	Full scenarios	2252	START	1569814145907	1569814145907
USER	Scottish Scenario	2237	START	1569814145907	1569814145907
REQUEST	2249		scotland-no	1569814145705	1569814145910	OK	 
REQUEST	2221		send_do_you_live_in_scotland_no	1569814145432	1569814145911	OK	 
REQUEST	1977		send_are_you_pregnant	1569814145567	1569814145911	OK	 
REQUEST	1224		accept_terms_and_conditions	1569814144797	1569814145912	OK	 
REQUEST	2120		send_dob Redirect 1	1569814145332	1569814145914	OK	 
REQUEST	2240		scotland-no	1569814145108	1569814145914	OK	 
REQUEST	2098		send_do_you_have_children	1569814145567	1569814145918	OK	 
REQUEST	1554		send_email_address	1569814145584	1569814145919	OK	 
REQUEST	1802		send_nino	1569814145314	1569814145920	OK	 
REQUEST	1430		send_code Redirect 1	1569814145536	1569814145922	OK	 
REQUEST	2170		send_do_you_live_in_scotland_yes	1569814145635	1569814145920	OK	 
REQUEST	1382		enter_code	1569814145584	1569814145923	OK	 
REQUEST	2238		scotland-no	1569814144980	1569814145923	OK	 
REQUEST	1823		send_nino	1569814145624	1569814145916	OK	 
REQUEST	1611		send_manual_address Redirect 1	1569814145329	1569814145924	OK	 
REQUEST	2147		send_do_you_live_in_scotland_yes Redirect 1	1569814145282	1569814145924	OK	 
REQUEST	1669		send_postcode Redirect 1	1569814145009	1569814145925	OK	 
REQUEST	1682		send_postcode Redirect 1	1569814145435	1569814145926	OK	 
REQUEST	1578		send_phone_number Redirect 1	1569814145281	1569814145926	OK	 
REQUEST	2239		send_do_you_live_in_scotland_no	1569814145615	1569814145927	OK	 
REQUEST	1590		send_phone_number Redirect 1	1569814145547	1569814145924	OK	 
REQUEST	2167		send_do_you_live_in_scotland_yes	1569814145616	1569814145928	OK	 
REQUEST	2119		send_do_you_have_children	1569814145433	1569814145941	OK	 
REQUEST	2148		send_do_you_live_in_scotland_yes	1569814145496	1569814145942	OK	 
REQUEST	2136		send_do_you_live_in_scotland_yes	1569814145354	1569814145942	OK	 
REQUEST	1438		get unique code from session	1569814145614	1569814145972	OK	 
USER	Full scenarios	2268	START	1569814145975	1569814145975
USER	Scottish Scenario	2253	START	1569814145975	1569814145975
REQUEST	1970		send_are_you_pregnant	1569814145624	1569814145981	OK	 
REQUEST	1891		send_name	1569814145665	1569814145982	OK	 
REQUEST	1615		send_manual_address Redirect 1	1569814145733	1569814145982	OK	 
REQUEST	2152		send_dob	1569814145525	1569814145984	OK	 
REQUEST	2005		send_children_dob	1569814145635	1569814145984	OK	 
REQUEST	1880		send_name Redirect 1	1569814145462	1569814145984	OK	 
USER	Scottish Scenario	2135	END	1569814142045	1569814145986
REQUEST	1730		send_postcode	1569814145385	1569814145987	OK	 
REQUEST	1289		accept_terms_and_conditions	1569814145304	1569814146003	OK	 
REQUEST	1831		send_nino Redirect 1	1569814145621	1569814146003	OK	 
REQUEST	1472		get unique code from session	1569814145616	1569814146004	OK	 
REQUEST	2169		send_do_you_live_in_scotland_yes	1569814145581	1569814146004	OK	 
REQUEST	2190		send_dob	1569814145567	1569814146004	OK	 
REQUEST	1699		send_manual_address Redirect 1	1569814145604	1569814146003	OK	 
REQUEST	2156		send_dob Redirect 1	1569814145552	1569814146007	OK	 
REQUEST	1521		send_email_address Redirect 1	1569814145582	1569814146021	OK	 
REQUEST	2092		send_do_you_have_children Redirect 1	1569814145694	1569814146021	OK	 
REQUEST	1794		send_nino Redirect 1	1569814145540	1569814146024	OK	 
REQUEST	2145		send_do_you_live_in_scotland_yes Redirect 1	1569814145334	1569814146028	OK	 
REQUEST	1372		accept_terms_and_conditions	1569814145266	1569814146038	OK	 
REQUEST	1969		send_are_you_pregnant Redirect 1	1569814145614	1569814146038	OK	 
USER	Scottish Scenario	2254	START	1569814146046	1569814146046
USER	Full scenarios	2269	START	1569814146046	1569814146046
REQUEST	2069		send_children_dob	1569814145665	1569814146050	OK	 
REQUEST	1583		send_phone_number	1569814145676	1569814146050	OK	 
REQUEST	1859		send_name Redirect 1	1569814145604	1569814146062	OK	 
REQUEST	1673		send_manual_address	1569814145693	1569814146062	OK	 
USER	Scottish Scenario	2115	END	1569814141774	1569814146065
REQUEST	1478		send_phone_number	1569814145604	1569814146083	OK	 
REQUEST	2100		send_do_you_have_children	1569814145693	1569814146087	OK	 
REQUEST	2161		send_dob Redirect 1	1569814145650	1569814146088	OK	 
REQUEST	1256		accept_terms_and_conditions Redirect 1	1569814145671	1569814146088	OK	 
REQUEST	1942		send_name	1569814145775	1569814146088	OK	 
USER	Full scenarios	1256	END	1569814112515	1569814146089
REQUEST	1380		get unique code from session	1569814145694	1569814146089	OK	 
REQUEST	1499		send_code	1569814145675	1569814146089	OK	 
REQUEST	1558		send_code	1569814145646	1569814146091	OK	 
REQUEST	1531		send_email_address	1569814145676	1569814146091	OK	 
USER	Full scenarios	2270	START	1569814146104	1569814146104
USER	Scottish Scenario	2255	START	1569814146104	1569814146104
REQUEST	1765		send_postcode	1569814145805	1569814146113	OK	 
REQUEST	1580		send_phone_number	1569814145797	1569814146113	OK	 
REQUEST	2064		send_do_you_have_children	1569814145784	1569814146114	OK	 
REQUEST	2029		send_children_dob	1569814145805	1569814146115	OK	 
REQUEST	2247		scotland-no	1569814145582	1569814146115	OK	 
REQUEST	1497		send_code	1569814145805	1569814146115	OK	 
REQUEST	1553		send_phone_number	1569814145599	1569814146116	OK	 
REQUEST	1648		select_address	1569814145514	1569814146121	OK	 
REQUEST	1883		send_name Redirect 1	1569814145424	1569814146121	OK	 
REQUEST	2091		send_do_you_have_children	1569814145554	1569814146121	OK	 
REQUEST	1857		send_name	1569814145341	1569814146123	OK	 
REQUEST	1311		accept_terms_and_conditions	1569814144845	1569814146123	OK	 
REQUEST	1525		send_email_address	1569814145275	1569814146125	OK	 
REQUEST	1791		send_nino	1569814145496	1569814146127	OK	 
REQUEST	1941		send_are_you_pregnant Redirect 1	1569814145524	1569814146127	OK	 
REQUEST	1921		send_are_you_pregnant Redirect 1	1569814145608	1569814146131	OK	 
REQUEST	2153		send_dob	1569814145581	1569814146131	OK	 
REQUEST	2133		send_dob Redirect 1	1569814145803	1569814146131	OK	 
REQUEST	2157		send_dob Redirect 1	1569814145342	1569814146132	OK	 
REQUEST	1612		send_manual_address	1569814145824	1569814146130	OK	 
REQUEST	2232		scotland-yes	1569814145582	1569814146130	OK	 
REQUEST	2234		scotland-yes	1569814145706	1569814146141	OK	 
REQUEST	1462		send_code Redirect 1	1569814145787	1569814146130	OK	 
REQUEST	2140		send_do_you_live_in_scotland_yes Redirect 1	1569814145532	1569814146143	OK	 
REQUEST	1644		send_manual_address	1569814145554	1569814146143	OK	 
REQUEST	2242		send_do_you_live_in_scotland_no Redirect 1	1569814145836	1569814146144	OK	 
REQUEST	1436		send_email_address Redirect 1	1569814145607	1569814146144	OK	 
REQUEST	1828		send_postcode	1569814145760	1569814146149	OK	 
REQUEST	2192		send_dob	1569814145646	1569814146149	OK	 
REQUEST	1852		send_nino Redirect 1	1569814145786	1569814146149	OK	 
REQUEST	2196		send_do_you_live_in_scotland_yes	1569814145784	1569814146150	OK	 
REQUEST	2235		scotland-yes	1569814145775	1569814146142	OK	 
REQUEST	2142		send_do_you_live_in_scotland_yes Redirect 1	1569814145523	1569814146151	OK	 
REQUEST	2246		send_do_you_live_in_scotland_no	1569814145834	1569814146151	OK	 
USER	Scottish Scenario	2139	END	1569814142309	1569814146154
REQUEST	1728		select_address Redirect 1	1569814145787	1569814146154	OK	 
REQUEST	1712		select_address Redirect 1	1569814145781	1569814146154	OK	 
REQUEST	1320		accept_terms_and_conditions Redirect 1	1569814145717	1569814146155	OK	 
USER	Full scenarios	1320	END	1569814114764	1569814146158
REQUEST	2184		send_dob	1569814145725	1569814146158	OK	 
REQUEST	2243		send_do_you_live_in_scotland_no	1569814145806	1569814146161	OK	 
REQUEST	1340		enter_code	1569814145845	1569814146162	OK	 
REQUEST	2251		scotland-no	1569814145835	1569814146162	OK	 
REQUEST	1700		send_postcode Redirect 1	1569814145445	1569814146168	OK	 
REQUEST	2154		send_dob Redirect 1	1569814145839	1569814146175	OK	 
REQUEST	1586		send_manual_address Redirect 1	1569814145567	1569814146175	OK	 
REQUEST	1226		accept_terms_and_conditions Redirect 1	1569814145349	1569814146176	OK	 
USER	Full scenarios	1226	END	1569814111504	1569814146176
REQUEST	2166		send_do_you_live_in_scotland_yes Redirect 1	1569814145614	1569814146176	OK	 
REQUEST	1412		enter_code Redirect 1	1569814145792	1569814146175	OK	 
REQUEST	2168		send_do_you_live_in_scotland_yes Redirect 1	1569814145716	1569814146169	OK	 
USER	Scottish Scenario	2256	START	1569814146174	1569814146174
USER	Full scenarios	2271	START	1569814146175	1569814146175
REQUEST	2188		send_dob	1569814145775	1569814146186	OK	 
REQUEST	1652		select_address Redirect 1	1569814145603	1569814146187	OK	 
REQUEST	1556		send_phone_number Redirect 1	1569814145791	1569814146190	OK	 
REQUEST	1479		send_email_address Redirect 1	1569814145618	1569814146190	OK	 
REQUEST	1940		send_name Redirect 1	1569814145890	1569814146190	OK	 
REQUEST	2128		send_dob	1569814145464	1569814146190	OK	 
REQUEST	1672		select_address Redirect 1	1569814145568	1569814146191	OK	 
REQUEST	2187		send_dob	1569814145854	1569814146191	OK	 
REQUEST	1370		enter_code	1569814145854	1569814146191	OK	 
REQUEST	1315		enter_code Redirect 1	1569814145616	1569814146192	OK	 
REQUEST	2215		send_do_you_live_in_scotland_no Redirect 1	1569814145639	1569814146192	OK	 
REQUEST	1592		send_manual_address	1569814145693	1569814146192	OK	 
REQUEST	1678		send_manual_address Redirect 1	1569814145723	1569814146192	OK	 
REQUEST	1622		send_phone_number Redirect 1	1569814145901	1569814146192	OK	 
REQUEST	1703		select_address	1569814145635	1569814146193	OK	 
REQUEST	1948		send_name Redirect 1	1569814145890	1569814146193	OK	 
REQUEST	1316		accept_terms_and_conditions Redirect 1	1569814145809	1569814146194	OK	 
REQUEST	1349		enter_code Redirect 1	1569814145488	1569814146195	OK	 
REQUEST	1382		enter_code Redirect 1	1569814145923	1569814146195	OK	 
USER	Full scenarios	1316	END	1569814114496	1569814146194
REQUEST	2176		send_do_you_live_in_scotland_yes	1569814145397	1569814146196	OK	 
REQUEST	2072		send_do_you_have_children Redirect 1	1569814145616	1569814146197	OK	 
REQUEST	2089		send_do_you_have_children	1569814145624	1569814146197	OK	 
REQUEST	2217		send_do_you_live_in_scotland_no Redirect 1	1569814145568	1569814146198	OK	 
REQUEST	1761		send_postcode	1569814145505	1569814146198	OK	 
REQUEST	1579		send_manual_address Redirect 1	1569814145488	1569814146198	OK	 
REQUEST	1647		send_manual_address Redirect 1	1569814145706	1569814146197	OK	 
REQUEST	1974		send_are_you_pregnant Redirect 1	1569814145889	1569814146207	OK	 
REQUEST	2158		send_dob	1569814145797	1569814146208	OK	 
REQUEST	1614		send_manual_address Redirect 1	1569814145859	1569814146209	OK	 
REQUEST	2006		send_children_dob	1569814145865	1569814146209	OK	 
REQUEST	1317		enter_code	1569814145599	1569814146210	OK	 
REQUEST	1855		send_name Redirect 1	1569814145567	1569814146203	OK	 
REQUEST	1218		accept_terms_and_conditions Redirect 1	1569814145349	1569814146214	OK	 
REQUEST	1670		send_manual_address	1569814145635	1569814146220	OK	 
REQUEST	1758		send_postcode Redirect 1	1569814145705	1569814146221	OK	 
USER	Full scenarios	1218	END	1569814110965	1569814146221
REQUEST	1734		send_postcode Redirect 1	1569814145636	1569814146223	OK	 
REQUEST	1338		get unique code from session	1569814145646	1569814146228	OK	 
REQUEST	1482		send_code	1569814145877	1569814146229	OK	 
REQUEST	1708		send_postcode Redirect 1	1569814145489	1569814146217	OK	 
REQUEST	2244		scotland-no	1569814145380	1569814146231	OK	 
REQUEST	1255		accept_terms_and_conditions Redirect 1	1569814145463	1569814146231	OK	 
REQUEST	2177		send_do_you_live_in_scotland_yes	1569814145675	1569814146234	OK	 
USER	Full scenarios	1255	END	1569814112455	1569814146231
REQUEST	1589		send_manual_address Redirect 1	1569814145705	1569814146233	OK	 
REQUEST	1790		send_postcode	1569814145854	1569814146240	OK	 
REQUEST	2178		send_dob	1569814145866	1569814146240	OK	 
REQUEST	1977		send_are_you_pregnant Redirect 1	1569814145911	1569814146242	OK	 
REQUEST	2231		scotland-yes	1569814145505	1569814146244	OK	 
REQUEST	1437		send_code Redirect 1	1569814145760	1569814146245	OK	 
REQUEST	1468		send_email_address	1569814145704	1569814146247	OK	 
REQUEST	2088		send_do_you_have_children Redirect 1	1569814145861	1569814146244	OK	 
REQUEST	2012		send_children_dob Redirect 1	1569814145862	1569814146248	OK	 
REQUEST	2236		scotland-yes	1569814145835	1569814146254	OK	 
REQUEST	2252		scotland-no	1569814145911	1569814146256	OK	 
USER	Full scenarios	2272	START	1569814146246	1569814146246
REQUEST	2123		send_do_you_have_children Redirect 1	1569814145887	1569814146266	OK	 
REQUEST	1523		send_email_address Redirect 1	1569814145846	1569814146267	OK	 
REQUEST	1915		send_name	1569814145725	1569814146267	OK	 
USER	Scottish Scenario	2257	START	1569814146246	1569814146246
REQUEST	1882		send_name Redirect 1	1569814145564	1569814146272	OK	 
REQUEST	2190		send_dob Redirect 1	1569814146004	1569814146272	OK	 
REQUEST	2248		scotland-no	1569814145636	1569814146272	OK	 
REQUEST	1701		select_address	1569814145935	1569814146290	OK	 
REQUEST	1312		accept_terms_and_conditions	1569814145294	1569814146291	OK	 
REQUEST	1528		send_phone_number Redirect 1	1569814145709	1569814146291	OK	 
REQUEST	1432		send_code	1569814145877	1569814146291	OK	 
REQUEST	1736		send_postcode Redirect 1	1569814145563	1569814146291	OK	 
REQUEST	1372		accept_terms_and_conditions Redirect 1	1569814146038	1569814146292	OK	 
REQUEST	2036		send_are_you_pregnant	1569814145954	1569814146292	OK	 
REQUEST	1411		send_code Redirect 1	1569814145775	1569814146293	OK	 
REQUEST	2099		send_do_you_have_children Redirect 1	1569814145901	1569814146293	OK	 
REQUEST	2171		send_do_you_live_in_scotland_yes Redirect 1	1569814145813	1569814146293	OK	 
REQUEST	2155		send_dob	1569814145774	1569814146294	OK	 
REQUEST	1891		send_name Redirect 1	1569814145982	1569814146294	OK	 
REQUEST	1405		send_code Redirect 1	1569814145691	1569814146295	OK	 
REQUEST	2159		send_dob Redirect 1	1569814145860	1569814146295	OK	 
REQUEST	1429		get unique code from session	1569814145994	1569814146296	OK	 
REQUEST	1681		select_address Redirect 1	1569814145873	1569814146296	OK	 
REQUEST	1341		enter_code	1569814146035	1569814146298	OK	 
REQUEST	1554		send_email_address Redirect 1	1569814145919	1569814146298	OK	 
REQUEST	2170		send_do_you_live_in_scotland_yes Redirect 1	1569814145925	1569814146300	OK	 
REQUEST	1938		send_are_you_pregnant	1569814145540	1569814146302	OK	 
REQUEST	2032		send_children_dob	1569814145646	1569814146302	OK	 
REQUEST	1920		send_name	1569814145908	1569814146303	OK	 
USER	Full scenarios	1372	END	1569814116235	1569814146292
REQUEST	1887		send_name	1569814145694	1569814146305	OK	 
REQUEST	1878		send_name Redirect 1	1569814145880	1569814146305	OK	 
REQUEST	2185		send_dob Redirect 1	1569814145903	1569814146305	OK	 
REQUEST	1793		send_nino Redirect 1	1569814145432	1569814146306	OK	 
REQUEST	2162		send_dob	1569814145716	1569814146306	OK	 
USER	Full scenarios	2273	START	1569814146305	1569814146305
REQUEST	2090		send_do_you_have_children Redirect 1	1569814145705	1569814146311	OK	 
REQUEST	2233		scotland-yes	1569814145636	1569814146306	OK	 
USER	Scottish Scenario	2258	START	1569814146305	1569814146305
REQUEST	1760		select_address	1569814146014	1569814146312	OK	 
REQUEST	2175		send_do_you_live_in_scotland_yes Redirect 1	1569814145881	1569814146313	OK	 
REQUEST	1463		send_code	1569814145896	1569814146313	OK	 
REQUEST	2167		send_do_you_live_in_scotland_yes Redirect 1	1569814145928	1569814146314	OK	 
REQUEST	2039		send_children_dob	1569814145716	1569814146315	OK	 
REQUEST	1559		send_manual_address	1569814145676	1569814146315	OK	 
REQUEST	2152		send_dob Redirect 1	1569814145984	1569814146319	OK	 
REQUEST	1912		send_name Redirect 1	1569814145904	1569814146324	OK	 
REQUEST	2169		send_do_you_live_in_scotland_yes Redirect 1	1569814146004	1569814146330	OK	 
REQUEST	1289		accept_terms_and_conditions Redirect 1	1569814146003	1569814146333	OK	 
USER	Full scenarios	1289	END	1569814113705	1569814146333
REQUEST	1369		enter_code	1569814146035	1569814146334	OK	 
USER	Scottish Scenario	2108	END	1569814141305	1569814146335
REQUEST	1732		select_address	1569814146006	1569814146339	OK	 
REQUEST	1823		send_nino Redirect 1	1569814145926	1569814146346	OK	 
REQUEST	1286		enter_code	1569814145964	1569814146346	OK	 
REQUEST	2005		send_children_dob Redirect 1	1569814145984	1569814146350	OK	 
REQUEST	2268		scotland-no	1569814145978	1569814146349	OK	 
REQUEST	1499		send_code Redirect 1	1569814146089	1569814146353	OK	 
REQUEST	1702		select_address	1569814146055	1569814146356	OK	 
REQUEST	1970		send_are_you_pregnant Redirect 1	1569814145982	1569814146356	OK	 
REQUEST	1562		send_email_address	1569814145985	1569814146357	OK	 
REQUEST	2069		send_children_dob Redirect 1	1569814146050	1569814146358	OK	 
REQUEST	2100		send_do_you_have_children Redirect 1	1569814146087	1569814146358	OK	 
REQUEST	2136		send_do_you_live_in_scotland_yes Redirect 1	1569814145942	1569814146363	OK	 
USER	Scottish Scenario	2117	END	1569814141906	1569814146364
REQUEST	2239		send_do_you_live_in_scotland_no Redirect 1	1569814145927	1569814146365	OK	 
REQUEST	2149		send_dob Redirect 1	1569814145894	1569814146369	OK	 
REQUEST	1617		send_manual_address	1569814146046	1569814146370	OK	 
REQUEST	2148		send_do_you_live_in_scotland_yes Redirect 1	1569814145942	1569814146374	OK	 
REQUEST	1913		send_name	1569814145975	1569814146374	OK	 
USER	Scottish Scenario	2259	START	1569814146375	1569814146375
USER	Full scenarios	2274	START	1569814146375	1569814146375
REQUEST	1350		enter_code	1569814145985	1569814146376	OK	 
REQUEST	1828		send_postcode Redirect 1	1569814146149	1569814146384	OK	 
REQUEST	1619		send_phone_number	1569814146046	1569814146386	OK	 
REQUEST	1402		enter_code	1569814146074	1569814146386	OK	 
REQUEST	2174		send_do_you_live_in_scotland_yes	1569814145985	1569814146388	OK	 
REQUEST	2119		send_do_you_have_children Redirect 1	1569814145941	1569814146389	OK	 
REQUEST	1819		send_postcode	1569814145975	1569814146392	OK	 
REQUEST	1310		enter_code	1569814146025	1569814146393	OK	 
REQUEST	1318		accept_terms_and_conditions	1569814145624	1569814146397	OK	 
REQUEST	1531		send_email_address Redirect 1	1569814146091	1569814146397	OK	 
REQUEST	1676		send_manual_address	1569814146006	1569814146397	OK	 
REQUEST	2196		send_do_you_live_in_scotland_yes Redirect 1	1569814146150	1569814146398	OK	 
REQUEST	2249		send_do_you_live_in_scotland_no	1569814145910	1569814146387	OK	 
REQUEST	2254		scotland-yes	1569814146047	1569814146400	OK	 
REQUEST	1585		send_phone_number	1569814146095	1569814146401	OK	 
REQUEST	2180		send_dob	1569814145954	1569814146401	OK	 
REQUEST	1583		send_phone_number Redirect 1	1569814146050	1569814146406	OK	 
REQUEST	1309		accept_terms_and_conditions	1569814145355	1569814146412	OK	 
REQUEST	1673		send_manual_address Redirect 1	1569814146062	1569814146413	OK	 
REQUEST	1478		send_phone_number Redirect 1	1569814146083	1569814146413	OK	 
REQUEST	2098		send_do_you_have_children Redirect 1	1569814145918	1569814146411	OK	 
REQUEST	1802		send_nino Redirect 1	1569814145920	1569814146415	OK	 
REQUEST	2221		send_do_you_live_in_scotland_no Redirect 1	1569814145911	1569814146415	OK	 
REQUEST	1709		select_address	1569814145845	1569814146416	OK	 
REQUEST	2238		send_do_you_live_in_scotland_no	1569814145923	1569814146416	OK	 
REQUEST	1408		send_code Redirect 1	1569814145769	1569814146417	OK	 
REQUEST	2173		send_do_you_live_in_scotland_yes	1569814145760	1569814146419	OK	 
USER	Scottish Scenario	2164	END	1569814143045	1569814146425
REQUEST	1798		send_nino	1569814145775	1569814146425	OK	 
REQUEST	1581		send_phone_number Redirect 1	1569814145834	1569814146426	OK	 
REQUEST	1765		send_postcode Redirect 1	1569814146113	1569814146426	OK	 
REQUEST	1580		send_phone_number Redirect 1	1569814146114	1569814146430	OK	 
REQUEST	2029		send_children_dob Redirect 1	1569814146115	1569814146434	OK	 
REQUEST	1890		send_name Redirect 1	1569814145841	1569814146435	OK	 
REQUEST	1410		send_code	1569814145885	1569814146435	OK	 
REQUEST	1340		enter_code Redirect 1	1569814146162	1569814146435	OK	 
REQUEST	2250		scotland-no	1569814145775	1569814146437	OK	 
REQUEST	1612		send_manual_address Redirect 1	1569814146140	1569814146437	OK	 
